1	32.1803	35.0115
2	29.1626	33.6915
3	28.9084	30.5506
4	27.1786	29.499
5	27.1786	29.0917
6	26.367	28.1548
7	23.9827	27.3517
8	23.0863	25.9572
9	20.6948	23.7356
10	20.2881	21.9421
11	20.1609	20.6064
12	20.0551	20.4942
13	19.7322	20.3622
14	19.7169	20.2511
15	18.9338	20.1114
16	18.8923	19.9372
17	18.8685	19.682
18	18.8685	19.4086
19	18.7211	19.2443
20	18.1497	19.0541
21	18.1698	18.9931
22	18.1698	18.9628
23	18.1698	18.9017
24	18.5223	18.8885
25	18.1193	18.8487
26	17.0652	18.7697
27	17.0652	18.623
28	16.7814	18.2976
29	16.4456	17.5533
30	16.4191	17.0937
31	16.4191	16.9442
32	16.0498	16.9211
33	15.9321	16.8108
34	15.1808	16.5795
35	14.9208	16.3513
36	14.7678	15.8719
37	14.6371	15.3149
38	14.5471	15.0559
39	14.5098	14.9192
40	14.3813	14.82
41	14.1672	14.755
42	14.1482	14.7287
43	14.1482	14.7253
44	14.1482	14.6433
45	14.1482	14.5855
46	14.1482	14.5535
47	14.1098	14.5096
48	14.1098	14.4748
49	14.1098	14.4307
50	14.1098	14.4098
51	14.1098	14.3784
52	13.6441	14.3702
53	13.6441	14.3423
54	13.6337	14.3026
55	13.6337	14.2249
56	13.4895	14.1267
57	13.4342	14.0896
58	13.2969	13.9461
59	13.2439	13.8446
60	13.221	13.7492
61	13.0187	13.5969
62	13.0187	13.4934
63	13.0187	13.4344
64	12.9461	13.3654
65	12.763	13.2289
66	12.6207	13.139
67	12.6207	13.0824
68	12.6823	13.0747
69	12.5295	13.0097
70	12.1901	12.9058
71	12.1235	12.829
72	12.1235	12.8241
73	12.1235	12.7483
74	11.8537	12.6386
75	11.753	12.5594
76	11.6286	12.4475
77	11.5278	12.2105
78	11.0443	11.9559
79	11.0443	11.7623
80	11.0443	11.6049
81	10.2444	11.4534
82	10.2444	11.376
83	10.2444	11.1873
84	10.2444	11.0366
85	10.2444	10.9395
86	10.2444	10.865
87	10.2444	10.9747
88	9.7355	10.995
89	9.7355	10.8317
90	9.12797	10.7164
91	8.94042	10.4685
92	8.92292	10.026
93	8.83873	9.58049
