1	3.95067	0
2	4.9805	0.728198
3	5.51169	0.650988
4	5.07343	0.618409
5	5.26841	0.524563
6	5.31974	0.43964
7	5.3698	0.379675
8	5.40151	0.333537
9	5.46549	0.302551
10	5.50927	0.275445
11	5.4767	0.252322
12	5.63154	0.274727
13	5.59226	0.256386
14	5.60468	0.238374
15	5.61221	0.222601
16	5.56204	0.214267
17	5.56466	0.201679
18	5.51749	0.195913
19	5.54131	0.187044
20	5.48222	0.186793
21	5.51419	0.180614
22	5.53608	0.173726
23	5.48607	0.173221
24	5.4719	0.166583
25	5.47345	0.159926
26	5.48094	0.153951
27	5.44163	0.153188
28	5.43401	0.147906
29	5.42408	0.143139
30	5.4596	0.142708
31	5.49487	0.142395
32	5.54863	0.147746
33	5.51857	0.146296
34	5.5103	0.142227
35	5.49811	0.138684
36	5.53134	0.138758
37	5.51774	0.135672
38	5.5378	0.133576
39	5.54717	0.130479
40	5.5771	0.130606
41	5.60667	0.130723
42	5.59783	0.12791
43	5.61057	0.125568
44	5.6061	0.122794
45	5.60081	0.120179
46	5.58118	0.119158
47	5.58154	0.116623
48	5.59214	0.114674
49	5.60142	0.112709
50	5.56701	0.115586
51	5.5658	0.113326
52	5.55497	0.111662
53	5.54602	0.109914
54	5.53193	0.108779
55	5.52999	0.106818
56	5.54243	0.105632
57	5.52697	0.104904
58	5.53696	0.10357
59	5.54785	0.102386
60	5.54237	0.100826
61	5.54835	0.0993502
62	5.54521	0.0977974
63	5.54163	0.0963104
64	5.53922	0.0948358
65	5.5213	0.0950535
66	5.50241	0.095472
67	5.52569	0.0968433
68	5.52854	0.0954611
69	5.53849	0.0945945
70	5.52919	0.0936989
71	5.5354	0.0925846
72	5.52084	0.0924366
73	5.52058	0.0911707
74	5.51576	0.0900663
75	5.50812	0.0891885
76	5.49376	0.0891642
77	5.50787	0.0891161
78	5.51832	0.088584
79	5.52736	0.0879228
80	5.53265	0.0869829
81	5.5331	0.0859102
82	5.53523	0.0848891
83	5.53667	0.0838785
84	5.51627	0.0853258
85	5.52991	0.0854048
86	5.54303	0.085414
87	5.52309	0.0867282
88	5.52331	0.085743
89	5.51525	0.0851576
90	5.51015	0.0843642
91	5.50292	0.0837461
92	5.51823	0.0842233
93	5.49917	0.0854473
94	5.51619	0.0862178
95	5.54488	0.089957
96	5.54653	0.0890349
97	5.55031	0.0881975
98	5.54508	0.0874526
99	5.54463	0.0865704
100	5.54663	0.085728
