1	0.615166	0.00194733
2	0.870402	0.00399424
3	1.06471	0.00492123
4	1.22757	0.0054462
5	1.36751	0.00658258
6	1.49827	0.00793824
7	1.62177	0.00874366
8	1.73495	0.00879977
9	1.84328	0.00904395
10	1.94401	0.00966907
11	2.03921	0.00933879
12	2.13297	0.0098981
13	2.22132	0.0113534
14	2.30991	0.011721
15	2.39436	0.0122097
16	2.47197	0.0125725
17	2.54129	0.0133136
18	2.61288	0.0143539
19	2.68076	0.014824
20	2.75272	0.015188
21	2.82668	0.0154114
22	2.88846	0.0157852
23	2.95743	0.0169331
24	3.01784	0.0169683
25	3.07833	0.0173289
26	3.13685	0.0170024
27	3.19417	0.0170154
28	3.24382	0.0167567
29	3.29785	0.0163679
30	3.35383	0.0164376
31	3.40909	0.0171674
32	3.46255	0.0177518
33	3.51196	0.0185758
34	3.56866	0.0188471
35	3.61877	0.0194525
36	3.67156	0.019571
37	3.72554	0.0200441
38	3.78074	0.0207676
39	3.8212	0.020657
40	3.86833	0.0211319
41	3.91596	0.0213134
42	3.9635	0.0214125
43	4.00522	0.0215481
44	4.05232	0.0215465
45	4.09968	0.0223578
46	4.14704	0.0219121
47	4.18685	0.0217642
48	4.23042	0.0219179
49	4.26938	0.0218883
50	4.31524	0.0222895
51	4.36595	0.0222165
52	4.40816	0.0217889
53	4.4484	0.0214426
54	4.48675	0.0217657
55	4.52946	0.022412
56	4.56341	0.0222165
57	4.60239	0.0218787
58	4.64132	0.0217823
59	4.68453	0.0226118
60	4.72567	0.0229723
61	4.76835	0.0233792
62	4.813	0.0238996
63	4.85205	0.0246527
64	4.88948	0.0242561
65	4.93352	0.0245735
66	4.96894	0.0239783
67	5.00395	0.0236936
68	5.04783	0.0232608
69	5.08678	0.0237601
70	5.12111	0.0243051
71	5.16268	0.0248628
72	5.19869	0.0253032
73	5.23638	0.0259545
74	5.26585	0.0263285
75	5.29895	0.0266937
76	5.33334	0.0263712
77	5.36536	0.0263649
78	5.40596	0.0267263
79	5.4384	0.0267718
80	5.47218	0.0264969
81	5.50356	0.0267998
82	5.54052	0.0269519
83	5.56961	0.0260077
84	5.599	0.0263395
85	5.64008	0.0265458
86	5.67723	0.0267949
87	5.71058	0.0270639
88	5.74362	0.0269334
89	5.77123	0.0268471
90	5.80162	0.0270085
91	5.83539	0.028076
92	5.86676	0.0274299
93	5.90371	0.0280564
94	5.92922	0.027588
95	5.95992	0.0279661
96	5.99157	0.028381
97	6.02125	0.028381
98	6.053	0.0288477
99	6.07432	0.0290357
100	6.0949	0.0292937
