1.29	-0.650094	0.000743603	17.1634	0.0879163	178.766	2.00721
1.3	-0.646377	0.000709559	17.1456	0.0965856	175.266	1.96017
1.31	-0.64314	0.00071024	16.9176	0.101624	173.317	1.93727
1.32	-0.640372	0.000731188	16.7984	0.0944633	172.756	1.76059
1.33	-0.636579	0.000695196	16.6373	0.0990725	168.063	1.83732
1.34	-0.633324	0.000723253	16.552	0.0919776	164.056	1.70375
1.35	-0.630084	0.000703846	16.4217	0.100654	163.772	1.67201
1.36	-0.62644	0.000647772	16.2414	0.0976962	159.156	1.51143
1.37	-0.623078	0.000642812	16.1199	0.0911317	157.302	1.52844
1.38	-0.620232	0.000652405	15.9574	0.0927323	153.976	1.66028
1.39	-0.616103	0.000681764	15.866	0.0887219	151.747	1.71957
1.4	-0.613042	0.000648777	15.6355	0.0958633	146.126	1.43741
1.41	-0.609879	0.000659343	15.636	0.0856791	145.075	1.38879
1.42	-0.6071	0.000642351	15.549	0.091207	143.703	1.28981
1.43	-0.604345	0.000672504	15.3786	0.0855148	141.668	1.28223
1.44	-0.601632	0.000648931	15.303	0.0873272	142.72	1.26542
1.45	-0.598082	0.000627468	15.1738	0.0917523	137.262	1.16908
1.46	-0.594886	0.000629195	15.0032	0.0785673	134.866	1.31645
1.47	-0.59172	0.000649606	14.9811	0.083681	133.113	1.1872
1.48	-0.588457	0.000668583	14.7957	0.0755804	129.087	1.22693
1.49	-0.586259	0.000680414	14.7427	0.0692053	127.927	1.2873
1.5	-0.583281	0.000655059	14.5132	0.0672691	125.602	1.26147
1.51	-0.580375	0.000646432	14.392	0.075437	125.219	1.09087
1.52	-0.577554	0.000673711	14.3383	0.073832	123.34	1.19387
1.53	-0.574654	0.000632005	14.233	0.077446	123.076	1.33925
1.54	-0.571115	0.000647873	14.0432	0.0790978	119.042	1.12526
1.55	-0.568481	0.000669831	14.007	0.0687014	117.795	1.13063
1.56	-0.565616	0.000662518	13.88	0.0697463	116.051	1.07076
1.57	-0.563047	0.000618284	13.8133	0.0762867	114.548	0.897287
1.58	-0.560245	0.000634143	13.6471	0.0731686	112.788	0.987394
1.59	-0.557568	0.000659058	13.6175	0.0745878	110.761	0.996551
1.6	-0.554667	0.000632803	13.4892	0.0759702	109.704	0.937713
1.61	-0.552196	0.000607009	13.3342	0.0731811	108.205	0.851201
1.62	-0.549392	0.000570092	13.2043	0.0663409	107.062	0.911426
1.63	-0.546996	0.000612725	13.101	0.0668941	104.193	0.960663
1.64	-0.544463	0.000530503	13.0248	0.0681175	102.151	0.859474
1.65	-0.541752	0.000543675	12.8676	0.0663966	102.627	0.794871
1.66	-0.538958	0.000544623	12.7895	0.0662798	99.8367	0.840616
1.67	-0.536503	0.000500741	12.6429	0.0641658	99.0417	0.772818
1.68	-0.533942	0.000518565	12.5737	0.0649236	97.885	0.734593
1.69	-0.531099	0.000507492	12.4707	0.0629472	96.1757	0.713929
1.7	-0.528601	0.000521275	12.3477	0.0671531	94.8839	0.726581
1.71	-0.52628	0.000493301	12.2463	0.0661938	92.8244	0.78617
1.72	-0.523982	0.00053792	12.1984	0.0583384	92.1386	0.765206
1.73	-0.521876	0.000533023	12.0625	0.0642675	90.7393	0.663256
1.74	-0.519198	0.000515177	11.9897	0.0606295	90.8475	0.73472
1.75	-0.516491	0.000483544	11.91	0.0684705	89.7124	0.721316
1.76	-0.513899	0.000538545	11.8064	0.0617913	88.063	0.644065
1.77	-0.511715	0.000555181	11.6999	0.0660569	87.4427	0.71747
1.78	-0.50926	0.000517582	11.6293	0.0618553	86.0517	0.620872
1.79	-0.506667	0.00054295	11.5874	0.0595359	86.2604	0.669338
1.8	-0.504601	0.00054258	11.4632	0.058233	85.0776	0.625764
1.81	-0.502416	0.000551593	11.3858	0.0604145	83.4688	0.611319
