#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         554   0.0414729   0.0487449 0.000336332
         555   0.0424109   0.0487335  0.00033592
         556   0.0570315   0.0487484 0.000335647
         557   0.0483573   0.0487477 0.000335045
         558   0.0463502   0.0487434 0.000334472
         559   0.0562281   0.0487568 0.000334142
         560    0.041815   0.0487444 0.000333775
         561   0.0384564   0.0487261 0.000333683
         562   0.0415459   0.0487133 0.000333334
         563   0.0531893   0.0487213 0.000332837
         564   0.0475129   0.0487191 0.000332253
         565   0.0714175   0.0487593 0.000334085
         566   0.0523417   0.0487656 0.000333555
         567   0.0486021   0.0487653 0.000332967
         568   0.0603257   0.0487857 0.000333002
         569   0.0591217   0.0488039 0.000332912
         570   0.0599871   0.0488235 0.000332906
         571   0.0482647   0.0488225 0.000332324
         572   0.0480667   0.0488212 0.000331746
         573   0.0481967   0.0488201 0.000331168
         574    0.072683   0.0488617 0.000333191
         575   0.0745474   0.0489063 0.000335592
         576   0.0523097   0.0489122 0.000335062
         577   0.0530403   0.0489194 0.000334557
         578   0.0412852   0.0489062 0.000334239
         579   0.0385661   0.0488883 0.000334139
         580   0.0432001   0.0488785 0.000333706
         581   0.0456163   0.0488729 0.000333179
         582   0.0409687   0.0488593 0.000332884
         583   0.0420693   0.0488477 0.000332516
         584   0.0507328   0.0488509 0.000331963
         585   0.0524989   0.0488571 0.000331454
         586    0.041988   0.0488454 0.000331095
         587   0.0410479   0.0488321 0.000330798
         588   0.0429075   0.0488221 0.000330388
         589   0.0442236   0.0488143  0.00032992
         590   0.0427983   0.0488041 0.000329518
         591   0.0471817   0.0488013 0.000328972
         592   0.0460423   0.0487966 0.000328449
         593   0.0562128   0.0488092 0.000328133
         594   0.0666301   0.0488392  0.00032895
         595   0.0637456   0.0488642 0.000329349
         596   0.0491506   0.0488647 0.000328797
         597   0.0440048   0.0488565 0.000328347
         598   0.0421299   0.0488453 0.000327991
         599   0.0550536   0.0488557 0.000327607
         600   0.0449647   0.0488492 0.000327125
         601   0.0433893   0.0488401 0.000326707
         602   0.0486523   0.0488398 0.000326164
         603   0.0497117   0.0488412 0.000325627
         604   0.0512027   0.0488451 0.000325111
         605   0.0683542   0.0488774 0.000326169
