#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         357   -0.403548   -0.412567  0.00264454
         358   -0.409176   -0.412557  0.00263717
         359   -0.399914   -0.412522  0.00263006
         360   -0.360344   -0.412377  0.00262675
         361   -0.415985   -0.412387  0.00261949
         362   -0.372861   -0.412278  0.00261453
         363   -0.425949   -0.412316   0.0026076
         364   -0.401252   -0.412285  0.00260061
         365   -0.384447   -0.412209  0.00259461
         366   -0.396354   -0.412166  0.00258788
         367   -0.393047   -0.412114  0.00258135
         368   -0.411632   -0.412112  0.00257434
         369   -0.472586   -0.412276  0.00257257
         370   -0.500704   -0.412515   0.0025767
         371   -0.483535   -0.412707  0.00257685
         372    -0.40926   -0.412697  0.00256994
         373   -0.414381   -0.412702  0.00256306
         374   -0.407936   -0.412689  0.00255623
         375   -0.405254   -0.412669  0.00254949
         376   -0.355349   -0.412517  0.00254727
         377   -0.324515   -0.412283  0.00255118
         378    -0.35979   -0.412145  0.00254821
         379   -0.370512   -0.412035  0.00254385
         380   -0.395868   -0.411992  0.00253752
         381   -0.342096   -0.411809  0.00253748
         382   -0.395167   -0.411765  0.00253121
         383   -0.402881   -0.411742  0.00252471
         384   -0.422525    -0.41177  0.00251829
         385   -0.440603   -0.411845  0.00251286
         386   -0.320842   -0.411609  0.00251739
         387    -0.39276    -0.41156  0.00251135
         388   -0.421176   -0.411585    0.002505
         389   -0.377914   -0.411499  0.00250006
         390   -0.376507   -0.411409  0.00249526
         391    -0.46873   -0.411556  0.00249318
         392   -0.383007   -0.411483  0.00248788
         393   -0.444175   -0.411566  0.00248294
         394    -0.37184   -0.411465  0.00247869
         395   -0.325135   -0.411247  0.00248203
         396   -0.325861   -0.411031  0.00248511
         397   -0.342725   -0.410859   0.0024848
         398   -0.397514   -0.410825  0.00247878
         399   -0.392478   -0.410779  0.00247299
         400   -0.354468   -0.410639  0.00247081
         401   -0.383609   -0.410571  0.00246557
         402   -0.390448   -0.410521  0.00245995
         403   -0.355014   -0.410383   0.0024577
         404   -0.344378    -0.41022  0.00245704
         405   -0.355617   -0.410085  0.00245467
         406   -0.362991   -0.409969  0.00245136
         407   -0.438241   -0.410039  0.00244632
         408   -0.352955   -0.409899  0.00244432
         409   -0.318604   -0.409676  0.00244852
         410   -0.349288   -0.409528  0.00244697
         411   -0.377706   -0.409451  0.00244224
         412   -0.373126   -0.409363  0.00243791
         413   -0.401479   -0.409344  0.00243208
         414   -0.416789   -0.409362  0.00242627
         415   -0.356221   -0.409233   0.0024238
         416   -0.383748   -0.409172  0.00241875
         417   -0.385275   -0.409115  0.00241363
         418   -0.412967   -0.409124  0.00240787
         419   -0.419247   -0.409148  0.00240224
         420   -0.405382   -0.409139  0.00239654
