#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          66    -5.45703     -5.8558   0.0296662
          67    -5.44432    -5.84966   0.0298524
          68    -5.42993    -5.84349   0.0300447
          69    -5.53796    -5.83906   0.0299338
          70    -5.54757    -5.83489   0.0297944
          71    -5.59571    -5.83152   0.0295646
          72    -5.59046    -5.82818   0.0293429
          73    -5.57812    -5.82475   0.0291402
          74    -5.54635    -5.82099   0.0289883
          75    -5.59631    -5.81799   0.0287561
          76    -5.58447    -5.81492   0.0285415
          77     -5.5316    -5.81124    0.028407
          78    -5.54702    -5.80785    0.028244
          79     -5.5711    -5.80486   0.0280451
          80     -5.5889    -5.80216   0.0278241
          81    -5.61028    -5.79979   0.0275813
          82    -5.55386    -5.79679   0.0274075
          83    -5.48055    -5.79298   0.0273408
          84    -5.46548    -5.78908   0.0272919
          85     -5.5079    -5.78577   0.0271706
          86    -5.47192    -5.78212   0.0270986
          87    -5.52866    -5.77921   0.0269433
          88    -5.58525    -5.77701   0.0267271
          89    -5.52159    -5.77414   0.0265804
          90    -5.48651    -5.77094   0.0264765
          91    -5.63204    -5.76941   0.0262295
          92     -5.6495    -5.76811   0.0259768
          93    -5.46032     -5.7648   0.0259074
          94    -5.44947    -5.76145   0.0258481
          95    -5.45374    -5.75821   0.0257782
          96    -5.55423    -5.75608    0.025597
          97    -5.48017    -5.75324   0.0254907
          98    -5.48065    -5.75046   0.0253819
          99    -5.50945    -5.74802    0.025242
         100     -5.5304    -5.74585   0.0250832
         101    -5.61233    -5.74452   0.0248697
         102     -5.5492    -5.74261   0.0246995
         103    -5.59776     -5.7412   0.0244997
         104     -5.5688    -5.73954   0.0243201
         105    -5.60223    -5.73824   0.0241236
         106    -5.60666      -5.737    0.023928
         107     -5.6074    -5.73578    0.023735
         108    -5.54534    -5.73402   0.0235806
         109    -5.59116    -5.73271   0.0234007
         110    -5.57625    -5.73129   0.0232311
         111    -5.57013    -5.72984   0.0230672
         112    -5.48133    -5.72762   0.0229677
         113    -5.43293    -5.72501    0.022912
         114    -5.42374    -5.72237   0.0228629
         115    -5.38314    -5.71942   0.0228536
         116    -5.38869    -5.71657   0.0228337
         117    -5.21713     -5.7123   0.0230341
         118     -5.4068    -5.70971    0.022984
         119    -5.56637     -5.7085   0.0228224
         120     -5.5835    -5.70746   0.0226559
         121    -5.51144    -5.70584   0.0225265
         122    -5.57239    -5.70475   0.0223684
         123    -5.50488    -5.70312   0.0222455
         124    -5.51092    -5.70157   0.0221201
         125    -5.41574    -5.69929    0.022061
         126    -5.37844    -5.69674   0.0220324
         127    -5.38182    -5.69426    0.021998
         128    -5.32145    -5.69135   0.0220181
         129    -5.29422    -5.68827   0.0220616
         130    -5.32771     -5.6855   0.0220655
         131    -5.35306    -5.68296   0.0220425
         132    -5.31361    -5.68016   0.0220524
         133    -5.26251    -5.67702   0.0221091
         134    -5.26331    -5.67393   0.0221586
         135     -5.3098    -5.67124    0.022158
         136    -5.30419    -5.66854   0.0221588
         137    -5.33429     -5.6661    0.022131
         138    -5.44099    -5.66447   0.0220307
         139    -5.48346    -5.66316   0.0219106
         140    -5.43314    -5.66152   0.0218156
         141    -5.52917    -5.66058   0.0216811
         142    -5.54015    -5.65973    0.021545
         143    -5.52289    -5.65878   0.0214156
         144    -5.49269    -5.65762   0.0212979
         145    -5.50753    -5.65659   0.0211761
         146     -5.4742    -5.65534   0.0210679
         147    -5.56809    -5.65475    0.020933
         148    -5.56923    -5.65417   0.0207995
         149    -5.53467    -5.65337   0.0206753
         150    -5.47656    -5.65219   0.0205711
         151    -5.57453    -5.65167   0.0204413
         152    -5.51171    -5.65075   0.0203275
         153    -5.48982     -5.6497   0.0202219
         154    -5.43229    -5.64829   0.0201398
         155    -5.45907    -5.64707   0.0200468
         156    -5.39006    -5.64542   0.0199859
         157    -5.36882    -5.64366   0.0199361
         158    -5.48668    -5.64266   0.0198346
         159    -5.40797    -5.64119   0.0197647
         160    -5.29404    -5.63902   0.0197599
         161     -5.2725    -5.63674   0.0197679
         162    -5.33326    -5.63487   0.0197344
         163    -5.33648    -5.63304   0.0196981
         164    -5.38545    -5.63153   0.0196357
         165    -5.35637    -5.62986   0.0195874
         166    -5.41246    -5.62855   0.0195132
         167    -5.34847    -5.62687   0.0194683
         168    -5.35915    -5.62528   0.0194175
         169    -5.40647    -5.62399   0.0193457
         170    -5.25112    -5.62179   0.0193559
         171     -5.2975     -5.6199   0.0193353
         172    -5.32765     -5.6182   0.0192974
         173     -5.3921    -5.61689   0.0192301
         174    -5.41453    -5.61573   0.0191547
         175    -5.40921    -5.61455   0.0190816
         176    -5.23135    -5.61237    0.019097
         177    -5.23559    -5.61024   0.0191074
         178     -5.2585    -5.60827   0.0191019
         179    -5.27573    -5.60641   0.0190853
         180    -5.32631    -5.60485   0.0190426
         181    -5.36917    -5.60355   0.0189819
         182     -5.4224    -5.60255   0.0189037
         183    -5.35833    -5.60122   0.0188474
         184    -5.40884    -5.60017    0.018774
         185    -5.39986    -5.59909   0.0187037
         186    -5.40107    -5.59803   0.0186334
         187    -5.44849    -5.59723   0.0185509
         188    -5.38504     -5.5961   0.0184865
         189    -5.43686    -5.59526   0.0184079
         190    -5.49897    -5.59475    0.018318
         191     -5.5232    -5.59437   0.0182259
         192    -5.54784    -5.59413   0.0181326
         193    -5.47857    -5.59353   0.0180485
         194    -5.47962    -5.59295   0.0179651
         195    -5.45814    -5.59225   0.0178862
         196    -5.46926    -5.59163    0.017806
         197    -5.45646    -5.59094   0.0177288
         198    -5.48092    -5.59039    0.017648
         199    -5.41651    -5.58951   0.0175809
         200    -5.42128    -5.58867   0.0175131
         201    -5.50993    -5.58828   0.0174304
         202    -5.49349    -5.58781   0.0173504
         203    -5.56737    -5.58771   0.0172652
         204    -5.45011    -5.58703   0.0171937
         205      -5.442    -5.58633   0.0171244
         206     -5.4457    -5.58564   0.0170549
         207    -5.47184    -5.58509   0.0169814
         208    -5.40089    -5.58421   0.0169228
         209    -5.43379    -5.58349   0.0168571
         210    -5.43084    -5.58276   0.0167925
         211    -5.38791    -5.58184   0.0167383
         212    -5.42436     -5.5811   0.0166758
         213    -5.35462    -5.58003   0.0166314
         214     -5.3941    -5.57916   0.0165764
         215    -5.40217    -5.57834   0.0165197
         216    -5.36843    -5.57737   0.0164718
         217    -5.42155    -5.57665   0.0164115
         218    -5.51237    -5.57636   0.0163389
         219    -5.52353    -5.57611    0.016266
         220    -5.55805    -5.57603   0.0161923
         221    -5.60851    -5.57618   0.0161197
         222     -5.6512    -5.57652   0.0160506
         223    -5.61866    -5.57671   0.0159798
         224    -5.51327    -5.57642    0.015911
         225    -5.52706     -5.5762   0.0158418
         226    -5.48782    -5.57581   0.0157765
         227    -5.51473    -5.57554   0.0157093
         228    -5.50438    -5.57523   0.0156435
         229    -5.57817    -5.57524   0.0155752
         230    -5.52644    -5.57503   0.0155089
         231    -5.46799    -5.57457   0.0154487
         232    -5.57146    -5.57456   0.0153821
         233    -5.52157    -5.57433   0.0153178
         234    -5.52386    -5.57411   0.0152538
         235    -5.44727    -5.57357   0.0151985
         236    -5.51615    -5.57333    0.015136
         237    -5.52282    -5.57312   0.0150736
         238    -5.47765    -5.57271   0.0150156
         239    -5.45202    -5.57221   0.0149613
         240    -5.39285    -5.57146   0.0149176
         241    -5.51593    -5.57123   0.0148575
         242    -5.41861     -5.5706   0.0148095
         243    -5.40797    -5.56993   0.0147637
         244    -5.42298    -5.56933   0.0147154
         245    -5.47059    -5.56893   0.0146609
         246    -5.56991    -5.56893   0.0146013
         247    -5.40295    -5.56826   0.0145576
         248    -5.43293    -5.56771   0.0145091
         249    -5.42995    -5.56716   0.0144614
         250    -5.34032    -5.56625    0.014432
         251    -5.30183     -5.5652   0.0144129
         252    -5.43967     -5.5647   0.0143643
         253    -5.50002    -5.56445   0.0143098
         254    -5.50303     -5.5642   0.0142555
         255    -5.45916    -5.56379   0.0142056
         256    -5.50641    -5.56357   0.0141519
         257    -5.53943    -5.56347   0.0140971
         258    -5.69646    -5.56399   0.0140519
         259    -5.61169    -5.56417   0.0139988
         260    -5.62879    -5.56442   0.0139472
         261    -5.55211    -5.56437   0.0138938
         262     -5.4962    -5.56411   0.0138432
         263    -5.57961    -5.56417   0.0137907
         264    -5.59295    -5.56428   0.0137389
         265    -5.51079    -5.56408   0.0136886
         266    -5.48696    -5.56379   0.0136402
         267    -5.46431    -5.56342   0.0135942
         268    -5.35205    -5.56263   0.0135663
         269     -5.4191     -5.5621   0.0135264
         270    -5.45956    -5.56172   0.0134816
         271    -5.52898     -5.5616   0.0134324
         272    -5.63574    -5.56187   0.0133858
         273    -5.59375    -5.56198   0.0133372
         274    -5.59062    -5.56209    0.013289
         275    -5.57352    -5.56213   0.0132407
         276    -5.58626    -5.56222    0.013193
         277    -5.52808    -5.56209    0.013146
         278    -5.46595    -5.56175   0.0131032
         279    -5.43546     -5.5613   0.0130641
         280    -5.41308    -5.56077   0.0130282
         281    -5.41625    -5.56025   0.0129919
         282     -5.4173    -5.55975   0.0129558
         283    -5.40288    -5.55919   0.0129218
         284    -5.44775     -5.5588   0.0128823
         285    -5.46873    -5.55848    0.012841
         286    -5.47995    -5.55821    0.012799
         287    -5.41393    -5.55771   0.0127643
         288    -5.34168    -5.55696    0.012742
         289    -5.35944    -5.55627   0.0127162
         290    -5.37767    -5.55566   0.0126873
         291    -5.40491    -5.55514   0.0126542
         292    -5.49965    -5.55495   0.0126123
         293    -5.56274    -5.55497   0.0125693
         294    -5.56255      -5.555   0.0125266
         295    -5.59837    -5.55515    0.012485
         296    -5.53643    -5.55508    0.012443
         297    -5.57108    -5.55514   0.0124012
         298    -5.59925    -5.55529   0.0123604
         299    -5.60212    -5.55544   0.0123201
         300    -5.64949    -5.55576    0.012283
         301    -5.60459    -5.55592   0.0122433
         302    -5.57244    -5.55597   0.0122029
         303    -5.72398    -5.55653   0.0121752
         304    -5.65989    -5.55687   0.0121399
         305    -5.63491    -5.55712   0.0121028
         306    -5.67839    -5.55752   0.0120697
         307    -5.70903    -5.55801   0.0120405
         308    -5.63871    -5.55828   0.0120042
         309    -5.52799    -5.55818   0.0119658
         310    -5.54213    -5.55813   0.0119273
         311    -5.54286    -5.55808    0.011889
         312    -5.54522    -5.55804    0.011851
         313    -5.57237    -5.55808   0.0118132
         314     -5.6295    -5.55831   0.0117778
         315    -5.61851     -5.5585    0.011742
         316     -5.6791    -5.55888    0.011711
         317     -5.7029    -5.55934   0.0116829
         318    -5.60652    -5.55948   0.0116471
         319    -5.64241    -5.55974   0.0116135
         320    -5.60268    -5.55988   0.0115779
         321    -5.55647    -5.55987   0.0115419
         322    -5.60715    -5.56001    0.011507
         323    -5.58615     -5.5601   0.0114716
         324    -5.52112    -5.55998   0.0114369
         325    -5.58673    -5.56006    0.011402
         326    -5.56958    -5.56009    0.011367
         327    -5.59569     -5.5602   0.0113328
         328     -5.4405    -5.55983   0.0113041
         329    -5.46981    -5.55956   0.0112731
         330    -5.54016     -5.5595   0.0112391
         331    -5.54167    -5.55944   0.0112052
         332    -5.53467    -5.55937   0.0111717
         333    -5.48932    -5.55916   0.0111402
         334    -5.55159    -5.55914   0.0111068
         335     -5.5848    -5.55921   0.0110739
         336    -5.51347    -5.55908   0.0110418
         337    -5.48761    -5.55887   0.0110111
         338    -5.50495    -5.55871   0.0109797
         339    -5.54544    -5.55867   0.0109473
         340    -5.51002    -5.55852   0.0109161
         341    -5.58685    -5.55861   0.0108844
         342    -5.53648    -5.55854   0.0108528
         343       -5.64    -5.55878   0.0108237
         344     -5.6497    -5.55904   0.0107955
         345    -5.52885    -5.55896   0.0107645
         346    -5.57198    -5.55899   0.0107335
         347    -5.60151    -5.55912   0.0107033
         348    -5.60049    -5.55924   0.0106732
         349    -5.59222    -5.55933    0.010643
         350    -5.64614    -5.55958   0.0106155
         351    -5.64889    -5.55983   0.0105883
         352    -5.55335    -5.55981   0.0105582
         353    -5.51721    -5.55969    0.010529
         354    -5.63048    -5.55989   0.0105012
         355    -5.61354    -5.56004   0.0104727
         356     -5.6707    -5.56035   0.0104479
         357    -5.73967    -5.56086   0.0104307
         358    -5.64643     -5.5611   0.0104043
         359    -5.54675    -5.56106   0.0103754
         360    -5.58023    -5.56111   0.0103467
         361    -5.59707    -5.56121   0.0103185
         362    -5.54799    -5.56117   0.0102901
         363    -5.57518    -5.56121   0.0102618
         364    -5.61062    -5.56135   0.0102345
         365    -5.61348    -5.56149   0.0102074
         366    -5.60164     -5.5616   0.0101801
         367    -5.56156     -5.5616   0.0101524
         368    -5.53767    -5.56153    0.010125
         369    -5.47449     -5.5613   0.0101003
         370    -5.59959     -5.5614   0.0100736
         371    -5.54985    -5.56137   0.0100465
         372    -5.48298    -5.56116   0.0100217
         373    -5.37916    -5.56067   0.0100067
         374    -5.41278    -5.56028  0.00998772
         375    -5.41033    -5.55988  0.00996909
         376    -5.36457    -5.55936   0.0099561
         377    -5.38001    -5.55888  0.00994105
         378    -5.39195    -5.55844  0.00992455
         379    -5.44651    -5.55814  0.00990276
         380    -5.39906    -5.55773  0.00988554
         381    -5.45052    -5.55744   0.0098636
         382    -5.53206    -5.55738    0.009838
         383    -5.54929    -5.55736  0.00981234
         384    -5.55248    -5.55734   0.0097868
         385     -5.5315    -5.55728  0.00976161
         386    -5.59918    -5.55739  0.00973692
         387    -5.59777    -5.55749  0.00971232
         388    -5.58849    -5.55757  0.00968762
         389    -5.60039    -5.55768  0.00966334
         390    -5.67453    -5.55798   0.0096432
         391    -5.62811    -5.55816  0.00962021
         392    -5.66555    -5.55843  0.00959957
         393    -5.71114    -5.55882    0.009583
         394    -5.68991    -5.55915  0.00956445
         395     -5.6323    -5.55934  0.00954203
         396    -5.59972    -5.55944  0.00951848
         397    -5.59399    -5.55953   0.0094949
         398    -5.58123    -5.55958   0.0094712
         399    -5.69338    -5.55992   0.0094534
         400    -5.65043    -5.56014  0.00943247
         401     -5.6797    -5.56044  0.00941366
         402    -5.62292     -5.5606  0.00939153
         403    -5.51227    -5.56048  0.00936899
         404    -5.52199    -5.56038  0.00934628
         405    -5.53657    -5.56032  0.00932339
         406    -5.68019    -5.56062   0.0093051
         407    -5.77538    -5.56115  0.00929719
         408    -5.74342    -5.56159  0.00928513
         409    -5.65671    -5.56183  0.00926534
         410    -5.63227      -5.562  0.00924433
         411    -5.52873    -5.56192  0.00922219
         412    -5.60092    -5.56201   0.0092003
         413    -5.53202    -5.56194  0.00917831
         414    -5.51125    -5.56182  0.00915695
         415    -5.52604    -5.56173  0.00913529
         416    -5.50654     -5.5616   0.0091143
         417    -5.59546    -5.56168   0.0090928
         418    -5.57347    -5.56171  0.00907109
         419       -5.49    -5.56154  0.00905106
         420    -5.47924    -5.56134  0.00903163
         421    -5.52954    -5.56126  0.00901049
         422    -5.61284    -5.56139  0.00898997
         423    -5.47378    -5.56118   0.0089711
         424    -5.56733    -5.56119  0.00894995
         425    -5.53934    -5.56114  0.00892904
         426    -5.44983    -5.56088   0.0089119
         427    -5.50106    -5.56074  0.00889213
         428    -5.56326    -5.56075  0.00887136
         429    -5.52222    -5.56066  0.00885114
         430    -5.51976    -5.56056  0.00883106
         431    -5.49349    -5.56041  0.00881194
         432    -5.49668    -5.56026  0.00879278
         433    -5.51557    -5.56016  0.00877308
         434    -5.45821    -5.55992  0.00875601
         435     -5.5159    -5.55982  0.00873647
         436    -5.53839    -5.55977  0.00871657
         437    -5.44174     -5.5595   0.0087008
         438      -5.598    -5.55959  0.00868138
         439    -5.53317    -5.55953  0.00866182
         440     -5.5402    -5.55948  0.00864224
         441    -5.61628    -5.55961   0.0086236
         442    -5.61726    -5.55974  0.00860508
         443    -5.69094    -5.56004  0.00859075
         444    -5.58783     -5.5601  0.00857163
         445    -5.63201    -5.56026  0.00855389
         446    -5.61539    -5.56039   0.0085356
         447    -5.61985    -5.56052  0.00851754
         448    -5.62319    -5.56066  0.00849968
         449    -5.60001    -5.56075   0.0084812
         450    -5.63874    -5.56092  0.00846413
         451    -5.70793    -5.56125  0.00845163
         452    -5.65321    -5.56145  0.00843538
         453    -5.56905    -5.56147  0.00841678
         454    -5.53772    -5.56142   0.0083984
         455    -5.54342    -5.56138  0.00838004
         456    -5.55334    -5.56136  0.00836168
         457    -5.52098    -5.56127  0.00834385
         458    -5.46357    -5.56106  0.00832836
         459    -5.49239    -5.56091  0.00831155
         460    -5.55454    -5.56089   0.0082935
         461    -5.54926    -5.56087  0.00827555
         462    -5.50648    -5.56075  0.00825847
         463    -5.59876    -5.56083  0.00824104
         464     -5.6004    -5.56092  0.00822372
         465    -5.65329    -5.56112  0.00820844
         466    -5.54951    -5.56109  0.00819086
         467    -5.44659    -5.56085  0.00817699
         468    -5.48684    -5.56069  0.00816104
         469    -5.49172    -5.56054  0.00814497
         470    -5.47324    -5.56036  0.00812976
         471    -5.42508    -5.56007  0.00811757
         472     -5.4512    -5.55984  0.00810365
         473    -5.44285    -5.55959  0.00809029
         474    -5.44965    -5.55936  0.00807654
         475    -5.55105    -5.55934  0.00805956
         476      -5.479    -5.55917  0.00804439
         477    -5.47859      -5.559   0.0080293
         478    -5.48071    -5.55884  0.00801418
         479    -5.53156    -5.55878  0.00799765
         480     -5.5477    -5.55876  0.00798102
         481    -5.57126    -5.55879  0.00796447
         482    -5.54767    -5.55876  0.00794798
         483    -5.48432    -5.55861  0.00793302
         484    -5.52597    -5.55854  0.00791691
         485    -5.56188    -5.55855  0.00790059
         486    -5.66152    -5.55876  0.00788718
         487    -5.70476    -5.55906  0.00787668
         488    -5.62219    -5.55919   0.0078616
         489    -5.66925    -5.55941  0.00784874
         490    -5.63193    -5.55956  0.00783412
         491    -5.56037    -5.55956  0.00781816
         492    -5.53911    -5.55952  0.00780238
         493     -5.5144    -5.55943  0.00778709
         494    -5.46271    -5.55923  0.00777379
         495    -5.38785    -5.55889  0.00776579
         496     -5.3871    -5.55854  0.00775786
         497    -5.37624    -5.55817  0.00775091
         498    -5.38697    -5.55783  0.00774297
         499    -5.42327    -5.55756  0.00773215
         500    -5.53008    -5.55751  0.00771688
         501    -5.42873    -5.55725  0.00770576
         502    -5.44923    -5.55703  0.00769341
         503      -5.538      -5.557  0.00767821
         504    -5.62623    -5.55713   0.0076642
         505    -5.53796     -5.5571  0.00764912
         506    -5.54036    -5.55706  0.00763407
         507    -5.49757    -5.55695  0.00761992
         508    -5.50503    -5.55684   0.0076056
         509      -5.542    -5.55681  0.00759072
         510    -5.51932    -5.55674  0.00757619
         511    -5.46256    -5.55656   0.0075636
         512    -5.48837    -5.55642     0.00755
         513    -5.60267    -5.55651  0.00753583
         514    -5.58332    -5.55657  0.00752134
         515    -5.58007    -5.55661  0.00750688
         516    -5.60741    -5.55671  0.00749298
         517    -5.54522    -5.55669  0.00747852
         518    -5.51335     -5.5566  0.00746455
         519    -5.45961    -5.55642   0.0074525
         520    -5.44922    -5.55621  0.00744102
         521    -5.51482    -5.55613  0.00742716
         522    -5.43184    -5.55589  0.00741675
         523    -5.45185    -5.55569  0.00740524
         524     -5.4433    -5.55548  0.00739421
         525     -5.5951    -5.55555  0.00738051
         526    -5.53099    -5.55551  0.00736663
         527    -5.50494    -5.55541  0.00735328
         528    -5.53904    -5.55538  0.00733941
         529    -5.59753    -5.55546  0.00732597
         530    -5.57693     -5.5555  0.00731226
         531    -5.59148    -5.55557   0.0072988
         532    -5.57048     -5.5556  0.00728514
         533    -5.44978     -5.5554  0.00727418
         534    -5.43014    -5.55516  0.00726433
         535    -5.46785      -5.555  0.00725259
         536    -5.55018    -5.55499  0.00723906
         537    -5.51406    -5.55492  0.00722598
         538    -5.47157    -5.55476  0.00721421
         539    -5.53122    -5.55472  0.00720096
         540    -5.46394    -5.55455  0.00718959
         541    -5.37658    -5.55422  0.00718382
         542      -5.435      -5.554  0.00717393
         543    -5.46305    -5.55383  0.00716268
         544     -5.3877    -5.55353  0.00715602
         545    -5.40674    -5.55326  0.00714795
         546    -5.43807    -5.55305  0.00713798
         547    -5.55738    -5.55305  0.00712493
         548    -5.50142    -5.55296  0.00711255
         549     -5.4731    -5.55282  0.00710108
         550    -5.62223    -5.55294  0.00708929
         551    -5.63982     -5.5531  0.00707818
         552    -5.59428    -5.55317  0.00706575
         553    -5.60638    -5.55327  0.00705363
         554    -5.65439    -5.55345  0.00704326
         555    -5.64855    -5.55362  0.00703265
         556    -5.61046    -5.55373  0.00702075
         557    -5.53034    -5.55368  0.00700827
         558    -5.57478    -5.55372  0.00699581
         559    -5.49633    -5.55362  0.00698405
         560    -5.58941    -5.55368  0.00697187
         561     -5.6098    -5.55378  0.00696016
         562    -5.54796    -5.55377  0.00694778
         563    -5.51813    -5.55371  0.00693573
         564    -5.51536    -5.55364  0.00692377
         565    -5.58895     -5.5537  0.00691179
         566     -5.5842    -5.55376  0.00689979
         567    -5.48506    -5.55364  0.00688869
         568    -5.48118    -5.55351  0.00687774
         569      -5.407    -5.55325  0.00687047
         570    -5.42246    -5.55302  0.00686225
         571    -5.42343     -5.5528  0.00685398
         572    -5.41304    -5.55255  0.00684635
         573    -5.41645    -5.55231  0.00683852
         574     -5.4672    -5.55216  0.00682822
         575    -5.45313    -5.55199  0.00681851
         576     -5.3829     -5.5517  0.00681299
         577    -5.38497    -5.55141  0.00680731
         578    -5.37036     -5.5511  0.00680274
         579     -5.4513    -5.55092  0.00679317
         580    -5.42986    -5.55072  0.00678466
         581    -5.56784    -5.55075  0.00677305
         582    -5.53189    -5.55071  0.00676149
         583    -5.58667    -5.55077  0.00675017
         584    -5.46438    -5.55063  0.00674024
         585    -5.47615     -5.5505  0.00672992
         586    -5.50463    -5.55042  0.00671889
         587    -5.56487    -5.55045  0.00670749
         588    -5.53962    -5.55043   0.0066961
         589    -5.61741    -5.55054   0.0066857
         590      -5.569    -5.55057  0.00667444
         591    -5.49151    -5.55047   0.0066639
         592    -5.39446    -5.55021  0.00665785
         593     -5.4597    -5.55006  0.00664837
         594    -5.42639    -5.54985  0.00664044
         595     -5.4708    -5.54972  0.00663061
         596    -5.41928     -5.5495  0.00662309
         597    -5.50953    -5.54943  0.00661234
         598    -5.52765    -5.54939  0.00660138
         599    -5.46279    -5.54925  0.00659194
         600    -5.45171    -5.54909  0.00658296
         601    -5.57546    -5.54913  0.00657215
         602    -5.58656    -5.54919  0.00656153
         603    -5.58239    -5.54925  0.00655088
         604    -5.62412    -5.54937  0.00654121
         605    -5.62313    -5.54949  0.00653153
         606    -5.61677     -5.5496  0.00652169
         607    -5.55646    -5.54962  0.00651096
         608    -5.49173    -5.54952  0.00650095
         609    -5.54942    -5.54952  0.00649027
         610    -5.63361    -5.54966   0.0064811
         611    -5.55361    -5.54966  0.00647049
         612    -5.54781    -5.54966  0.00645992
         613    -5.61015    -5.54976  0.00645014
         614    -5.59495    -5.54983  0.00644005
         615    -5.62356    -5.54995  0.00643069
         616    -5.58434    -5.55001   0.0064205
         617    -5.55886    -5.55002  0.00641011
         618    -5.59228    -5.55009   0.0064001
         619    -5.64145    -5.55024  0.00639146
         620    -5.68863    -5.55046  0.00638505
         621    -5.64309    -5.55061  0.00637651
         622    -5.53649    -5.55059   0.0063663
         623    -5.49346     -5.5505  0.00635674
         624     -5.6018    -5.55058  0.00634708
         625    -5.62001    -5.55069   0.0063379
         626     -5.5259    -5.55065   0.0063279
         627    -5.57543    -5.55069  0.00631793
         628     -5.6348    -5.55082  0.00630929
         629    -5.61197    -5.55092  0.00630001
         630    -5.61707    -5.55103  0.00629088
         631    -5.54941    -5.55102  0.00628091
         632    -5.50978    -5.55096  0.00627132
         633    -5.46861    -5.55083  0.00626276
         634    -5.44686    -5.55066  0.00625503
         635     -5.5338    -5.55064  0.00624523
         636    -5.46337     -5.5505  0.00623692
         637    -5.46665    -5.55037  0.00622852
         638    -5.46383    -5.55023  0.00622023
         639    -5.45385    -5.55008  0.00621233
         640    -5.53895    -5.55007  0.00620264
         641    -5.56525    -5.55009  0.00619301
         642     -5.5398    -5.55007  0.00618339
         643    -5.54895    -5.55007  0.00617377
         644    -5.60926    -5.55016  0.00616487
         645    -5.58521    -5.55022  0.00615555
         646    -5.43119    -5.55003  0.00614878
         647    -5.48548    -5.54993  0.00614008
         648    -5.48756    -5.54984  0.00613136
         649     -5.5243     -5.5498  0.00612204
         650    -5.57144    -5.54983  0.00611271
         651    -5.53431    -5.54981  0.00610337
         652      -5.416     -5.5496  0.00609746
         653    -5.44685    -5.54944  0.00609015
         654    -5.43127    -5.54926  0.00608352
         655    -5.46111    -5.54913  0.00607572
         656     -5.4846    -5.54903  0.00606725
         657    -5.49704    -5.54895  0.00605854
         658    -5.55063    -5.54895  0.00604933
         659    -5.52823    -5.54892  0.00604023
         660    -5.51406    -5.54887  0.00603131
         661    -5.40259    -5.54865  0.00602624
         662    -5.35056    -5.54835  0.00602456
         663    -5.38586     -5.5481  0.00602046
         664     -5.3822    -5.54785  0.00601658
         665     -5.2643    -5.54743  0.00602262
         666    -5.36591    -5.54716  0.00601974
         667    -5.37631     -5.5469  0.00601616
