#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         716    0.883054    0.816331  0.00837867
         717    0.882699    0.816423  0.00836749
         718    0.882319    0.816515  0.00835634
         719    0.881917    0.816606  0.00834522
         720    0.881492    0.816696  0.00833411
         721    0.881046    0.816785  0.00832303
         722    0.880576    0.816874  0.00831197
         723    0.880085    0.816961  0.00830094
         724    0.879571    0.817048  0.00828992
         725    0.879036    0.817133  0.00827893
         726    0.878481    0.817218  0.00826795
         727    0.877906    0.817301    0.008257
         728    0.877309    0.817384  0.00824607
         729    0.876693    0.817465  0.00823516
         730    0.876057    0.817545  0.00822427
         731    0.875401    0.817624   0.0082134
         732    0.874727    0.817702  0.00820255
         733    0.874035    0.817779  0.00819172
         734    0.873325    0.817855  0.00818091
         735    0.872596    0.817929  0.00817012
         736     0.87185    0.818003  0.00815935
         737    0.871086    0.818075  0.00814859
         738    0.870307    0.818145  0.00813786
         739    0.869512    0.818215  0.00812715
         740    0.868703    0.818283  0.00811645
         741    0.867878     0.81835  0.00810577
         742    0.867039    0.818416  0.00809511
         743    0.866187     0.81848  0.00808447
         744     0.86532    0.818543  0.00807385
         745    0.864441    0.818605  0.00806325
         746     0.86355    0.818665  0.00805267
         747    0.862648    0.818724   0.0080421
         748    0.861737    0.818781  0.00803156
         749    0.860817    0.818837  0.00802103
         750     0.85989    0.818892  0.00801052
         751    0.858954    0.818945  0.00800003
         752    0.858012    0.818997  0.00798956
         753    0.857066    0.819048  0.00797911
         754    0.856116    0.819097  0.00796868
         755    0.855163    0.819145  0.00795827
         756    0.854209    0.819191  0.00794788
         757    0.853254    0.819236  0.00793751
         758      0.8523     0.81928  0.00792715
         759    0.851346    0.819322  0.00791682
         760    0.850396    0.819363  0.00790651
         761    0.849449    0.819403  0.00789622
         762    0.848506    0.819441  0.00788595
         763     0.84757    0.819478   0.0078757
         764    0.846642    0.819513  0.00786547
         765    0.845722    0.819547  0.00785527
         766    0.844813     0.81958  0.00784508
         767    0.843915    0.819612  0.00783492
         768    0.843029    0.819643  0.00782477
         769    0.842157    0.819672  0.00781465
         770      0.8413      0.8197  0.00780455
         771    0.840459    0.819727  0.00779448
         772    0.839636    0.819753  0.00778442
         773    0.838832    0.819777  0.00777439
         774    0.838047    0.819801  0.00776438
         775    0.837285    0.819824   0.0077544
         776    0.836543    0.819845  0.00774444
         777    0.835824    0.819866   0.0077345
         778    0.835129    0.819885  0.00772458
         779    0.834458    0.819904  0.00771469
         780    0.833811    0.819922  0.00770482
         781     0.83319    0.819939  0.00769497
         782    0.832596    0.819955  0.00768515
         783    0.832028     0.81997  0.00767535
         784    0.831487    0.819985  0.00766557
         785    0.830974    0.819999  0.00765582
         786     0.83049    0.820012  0.00764609
         787    0.830034    0.820025  0.00763639
         788    0.829607    0.820037   0.0076267
         789    0.829208    0.820049  0.00761705
         790    0.828836     0.82006  0.00760741
         791    0.828494    0.820071   0.0075978
         792    0.828179    0.820081  0.00758822
         793    0.827894    0.820091  0.00757865
         794    0.827636      0.8201  0.00756912
         795    0.827407    0.820109   0.0075596
         796    0.827205    0.820118  0.00755011
         797    0.827031    0.820127  0.00754064
         798    0.826884    0.820136   0.0075312
         799    0.826763    0.820144  0.00752177
         800    0.826669    0.820152  0.00751238
         801      0.8266     0.82016    0.007503
         802    0.826556    0.820168  0.00749365
         803    0.826539    0.820176  0.00748432
         804    0.826545    0.820184  0.00747502
         805    0.826575    0.820192  0.00746574
         806    0.826629      0.8202  0.00745648
         807    0.826706    0.820208  0.00744724
         808    0.826806    0.820216  0.00743803
         809    0.826927    0.820224  0.00742884
         810    0.827071    0.820233  0.00741967
         811    0.827236    0.820241  0.00741053
         812    0.827423     0.82025  0.00740141
         813    0.827631    0.820259  0.00739231
         814     0.82786    0.820269  0.00738324
         815    0.828109    0.820278  0.00737418
         816    0.828377    0.820288  0.00736515
         817    0.828665    0.820298  0.00735615
         818    0.828972    0.820309  0.00734716
         819    0.829298     0.82032   0.0073382
         820    0.829642    0.820331  0.00732926
         821    0.830005    0.820343  0.00732034
         822    0.830386    0.820355  0.00731144
         823    0.830786    0.820368  0.00730257
         824    0.831204    0.820381  0.00729372
         825     0.83164    0.820395  0.00728489
         826    0.832094    0.820409  0.00727609
         827    0.832566    0.820424   0.0072673
         828    0.833057    0.820439  0.00725854
         829    0.833563    0.820455   0.0072498
         830    0.834086    0.820471  0.00724109
         831    0.834625    0.820488  0.00723239
         832    0.835179    0.820506  0.00722372
         833    0.835749    0.820524  0.00721507
         834    0.836335    0.820543  0.00720645
         835    0.836934    0.820563  0.00719784
         836    0.837546    0.820583  0.00718926
         837    0.838173    0.820604   0.0071807
         838    0.838812    0.820626  0.00717217
         839    0.839463    0.820648  0.00716365
         840    0.840125    0.820672  0.00715516
         841    0.840797    0.820695   0.0071467
         842    0.841478     0.82072  0.00713825
         843    0.842168    0.820746  0.00712983
         844    0.842866    0.820772  0.00712143
         845    0.843572    0.820799  0.00711305
         846    0.844285    0.820827   0.0071047
         847    0.845003    0.820855  0.00709637
         848    0.845724    0.820884  0.00708806
         849    0.846449    0.820915  0.00707978
         850    0.847176    0.820945  0.00707151
         851    0.847902    0.820977  0.00706328
         852    0.848627     0.82101  0.00705506
         853    0.849351    0.821043  0.00704687
         854    0.850073    0.821077   0.0070387
         855     0.85079    0.821112  0.00703055
         856      0.8515    0.821147  0.00702243
         857    0.852203    0.821183  0.00701433
         858    0.852897     0.82122  0.00700625
         859    0.853581    0.821258  0.00699819
         860    0.854255    0.821296  0.00699016
         861    0.854916    0.821335  0.00698215
         862    0.855564    0.821375  0.00697416
         863    0.856196    0.821415   0.0069662
         864    0.856809    0.821456  0.00695826
         865    0.857403    0.821498  0.00695034
         866    0.857976     0.82154  0.00694244
         867    0.858525    0.821583  0.00693456
         868     0.85905    0.821626  0.00692671
         869     0.85955    0.821669  0.00691888
         870    0.860023    0.821714  0.00691106
         871    0.860467    0.821758  0.00690327
         872    0.860882    0.821803   0.0068955
         873    0.861266    0.821848  0.00688775
         874    0.861617    0.821894  0.00688002
         875    0.861934    0.821939  0.00687231
         876    0.862216    0.821985  0.00686462
         877    0.862461    0.822032  0.00685695
         878    0.862668    0.822078  0.00684929
         879    0.862837    0.822124  0.00684166
         880    0.862966    0.822171  0.00683404
         881    0.863054    0.822217  0.00682644
         882    0.863101    0.822263  0.00681886
         883    0.863107     0.82231  0.00681129
         884     0.86307    0.822356  0.00680374
         885     0.86299    0.822402  0.00679621
         886    0.862867    0.822447  0.00678869
         887    0.862701    0.822493  0.00678119
         888    0.862493    0.822538   0.0067737
         889    0.862241    0.822582  0.00676623
         890    0.861945    0.822627  0.00675877
         891    0.861606     0.82267  0.00675133
         892    0.861224    0.822714   0.0067439
         893    0.860798    0.822756  0.00673648
         894     0.86033    0.822798  0.00672908
         895     0.85982     0.82284  0.00672169
         896    0.859268     0.82288  0.00671431
         897    0.858676     0.82292  0.00670694
         898    0.858045    0.822959  0.00669959
         899    0.857377    0.822998  0.00669224
         900    0.856673    0.823035  0.00668491
         901    0.855934    0.823072  0.00667759
         902    0.855162    0.823107  0.00667028
         903    0.854357    0.823142  0.00666299
         904    0.853521    0.823175   0.0066557
         905    0.852656    0.823208  0.00664843
         906    0.851764    0.823239  0.00664116
         907    0.850848     0.82327  0.00663391
         908    0.849908    0.823299  0.00662667
         909    0.848947    0.823327  0.00661944
         910    0.847966    0.823354  0.00661222
         911    0.846969     0.82338  0.00660501
         912    0.845956    0.823405  0.00659782
         913    0.844931    0.823429  0.00659063
         914    0.843896    0.823451  0.00658346
         915    0.842854    0.823472   0.0065763
         916    0.841807    0.823492  0.00656915
         917    0.840757    0.823511  0.00656201
         918    0.839707    0.823529  0.00655489
         919    0.838658    0.823545  0.00654778
         920    0.837615    0.823561  0.00654068
         921    0.836577    0.823575  0.00653359
         922    0.835547    0.823588  0.00652652
         923    0.834529      0.8236  0.00651946
         924    0.833527     0.82361  0.00651241
         925    0.832542     0.82362  0.00650538
         926    0.831575    0.823629  0.00649836
         927    0.830629    0.823636  0.00649135
         928    0.829707    0.823643  0.00648436
         929    0.828809    0.823648  0.00647738
         930    0.827939    0.823653  0.00647042
         931    0.827099    0.823656  0.00646347
         932     0.82629    0.823659  0.00645654
         933    0.825515    0.823661  0.00644962
         934    0.824774    0.823662  0.00644271
         935    0.824069    0.823663  0.00643582
         936    0.823402    0.823663  0.00642895
         937    0.822773    0.823662  0.00642208
         938    0.822185     0.82366  0.00641524
         939    0.821637    0.823658  0.00640841
         940    0.821132    0.823655  0.00640159
         941     0.82067    0.823652  0.00639479
         942    0.820251    0.823649    0.006388
         943    0.819877    0.823645  0.00638123
         944    0.819548     0.82364  0.00637447
         945    0.819264    0.823636  0.00636772
         946    0.819025    0.823631    0.006361
         947    0.818833    0.823626  0.00635428
         948    0.818688     0.82362  0.00634758
         949    0.818588    0.823615  0.00634089
         950    0.818534     0.82361  0.00633422
         951    0.818524    0.823604  0.00632756
         952    0.818558    0.823599  0.00632092
         953    0.818635    0.823594  0.00631429
         954    0.818754    0.823589  0.00630767
         955    0.818914    0.823584  0.00630107
         956    0.819113    0.823579  0.00629448
         957     0.81935    0.823575   0.0062879
         958    0.819625    0.823571  0.00628134
         959    0.819935    0.823567  0.00627479
         960     0.82028    0.823563  0.00626826
         961    0.820657     0.82356  0.00626173
         962    0.821064    0.823558  0.00625523
         963    0.821499    0.823556  0.00624873
         964     0.82196    0.823554  0.00624225
         965    0.822445    0.823553  0.00623578
         966    0.822952    0.823552  0.00622933
         967    0.823478    0.823552  0.00622288
         968    0.824023    0.823553  0.00621646
         969    0.824585    0.823554  0.00621004
         970    0.825161    0.823555  0.00620364
         971    0.825746    0.823558  0.00619725
         972    0.826339    0.823561  0.00619087
         973    0.826937    0.823564  0.00618451
         974    0.827539    0.823568  0.00617816
         975     0.82814    0.823573  0.00617183
         976    0.828739    0.823578  0.00616551
         977    0.829331    0.823584   0.0061592
         978    0.829916     0.82359  0.00615291
         979    0.830491    0.823597  0.00614663
         980    0.831053    0.823605  0.00614036
         981      0.8316    0.823613   0.0061341
         982    0.832129    0.823622  0.00612786
         983    0.832637    0.823631  0.00612164
         984    0.833121    0.823641  0.00611542
         985     0.83358    0.823651  0.00610922
         986     0.83401    0.823661  0.00610304
         987     0.83441    0.823672  0.00609686
         988    0.834777    0.823683   0.0060907
         989     0.83511    0.823695  0.00608455
         990    0.835407    0.823707  0.00607842
         991    0.835665    0.823719   0.0060723
         992    0.835883    0.823731  0.00606619
         993    0.836057    0.823744  0.00606009
         994    0.836187    0.823756  0.00605401
         995    0.836271    0.823769  0.00604794
         996    0.836307    0.823781  0.00604188
         997    0.836293    0.823794  0.00603583
         998    0.836228    0.823806   0.0060298
         999    0.836112    0.823819  0.00602377
        1000    0.835944    0.823831  0.00601776
