#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         485     9.07423      9.4502   0.0315126
         486     8.84788     9.44897   0.0314721
         487     9.33098     9.44872   0.0314084
         488     9.26375     9.44834   0.0313464
         489     9.31017     9.44806   0.0312835
         490     9.33938     9.44784   0.0312205
         491     9.56431     9.44808   0.0311578
         492     9.57732     9.44834   0.0310956
         493     9.66371     9.44878   0.0310356
         494     9.63847     9.44916   0.0309751
         495     10.0846     9.45044   0.0309391
         496     10.1349     9.45182   0.0309075
         497     9.72276     9.45237   0.0308501
         498     9.77161     9.45301   0.0307949
         499     10.1873     9.45448   0.0307683
         500      9.5224     9.45462    0.030707
         501     9.82352     9.45535   0.0306546
         502     9.71486     9.45587   0.0305979
         503     9.66003     9.45628   0.0305397
         504     9.60074     9.45656   0.0304805
         505      9.7784      9.4572   0.0304268
         506     9.44612     9.45718   0.0303667
         507     9.71863     9.45769   0.0303111
         508     9.32628     9.45744   0.0302526
         509     9.26125     9.45705   0.0301956
         510     9.33582     9.45681   0.0301373
         511     9.42331     9.45675   0.0300784
         512     9.89663     9.45761   0.0300319
         513     9.29121     9.45728   0.0299752
         514     9.43171     9.45723   0.0299169
         515     9.44519     9.45721   0.0298588
         516     9.69077     9.45766   0.0298044
         517     9.90517     9.45853   0.0297593
         518     9.66498     9.45893   0.0297045
         519     9.95706     9.45989   0.0296628
         520     10.1397     9.46119   0.0296345
         521     9.91441     9.46206   0.0295904
         522     10.1624      9.4634   0.0295641
         523     10.0324     9.46449   0.0295276
         524     9.88868      9.4653   0.0294823
         525     9.79354     9.46593   0.0294328
         526     9.79977     9.46656   0.0293837
         527      9.9511     9.46748   0.0293423
         528     9.63016     9.46779   0.0292884
         529     9.35866     9.46758   0.0292337
         530     9.56768     9.46777   0.0291792
         531      9.6993     9.46821   0.0291275
         532     9.71576     9.46867   0.0290765
         533     9.58314     9.46889   0.0290227
         534     9.69387     9.46931   0.0289714
         535     9.70368     9.46975   0.0289206
         536     9.59899     9.46999   0.0288676
         537     9.69082      9.4704   0.0288168
         538     9.92161     9.47124   0.0287754
         539      9.6878     9.47164   0.0287248
         540     9.94014     9.47251   0.0286847
